A2,27
A3,10
A5,6
B1,37,26,16,34
B3,15
B4,30
C1,36,33,8,22
C2,4,21,38,14
C3,39
C4,32,35,42,29
D1,17,18,20,24,25,19
Z1,7,41
A1,3,5,40
A4,9
A6,23
B2,11,28
B5,12,31
B6,13
